podcast,label,clean_text,title,release_date
Hidden Brain,0,moments lives use helping hand friend recently went breakup elderly person trying load groceries car stranger street looks little lost tell help stops week psychologist amit kumar helps understand keeps taking moment kind overcome barriers create stronger happier connections moment blank best friends forget passcode phone want understand improve memory sure check weeks episode remember forget hidden brain sure subscribe newsletter sign newshiddenbrainorg hosted simplecast adswizz company pcmadswizzcom information collection use personal data advertising,A Secret Source of Connection,2023-04-24
Hidden Brain,0,weve situations experience mixed emotions maybe youve felt joy sadness big life decision purchase home accept job offer maybe youve experienced mixed feelings ways covid pandemic shaped life psychologist naomi rothman says feelings ambivalence uncomfortable serve important ways like check new podcast unsung hero youd like support work supporthiddenbrainorg hosted simplecast adswizz company pcmadswizzcom information collection use personal data advertising,The Benefits of Mixed Emotions,2022-03-14
Hidden Brain,0,social media sites offer quick easy ways share ideas crack jokes old friends make feel big wonderful fastmoving things post dont away come haunt week explore teenagers social media posts destroyed golden opportunity hed worked life hosted simplecast adswizz company pcmadswizzcom information collection use personal data advertising,You Can't Hit Unsend,2019-09-10
Hidden Brain,0,neuroscientist doug fields trip europe pickpocket stole wallet doug normally mildmannered enraged fury turned stranger week revisit favorite episode secret logic irrational angerif like check new podcast unsung hero youd like support work supporthiddenbrainorg hosted simplecast adswizz company pcmadswizzcom information collection use personal data advertising,The Logic of Rage,2022-04-25
Hidden Brain,0,men corner leah dark street shes walking home sees car glimmer hopeto hear stories like subscribe new podcast unsung hero wed love hear story send voice memo myunsungherohiddenbrainorg hosted simplecast adswizz company pcmadswizzcom information collection use personal data advertising,My Unsung Hero: Leah Bartell's Story,2021-12-10
Hidden Brain,0,midst rancorous election present new theory explain sides aisle irreconcilable hosted simplecast adswizz company pcmadswizzcom information collection use personal data advertising,"Episode 44: Our Politics, Our Parenting",2016-09-13
Hidden Brain,0,holding grudge feel like form justice way punishing wronged psychologist fred luskin says grudges dont hurt targets anger instead hurt week explore lingering effects longstanding animosities let goif enjoyed todays conversation sure check classic hidden brain episodes apologies forgivenessthe power mercyhealing power apologieshow make amendsepisode illustration getty images unsplash hosted simplecast adswizz company pcmadswizzcom information collection use personal data advertising,No Hard Feelings,2025-02-03
Hidden Brain,0,life filled hardships tragedies fact clear people globe thousands years philosophers come strategies help cope hardship week hidden brain talk philosopher william irvine ancient ideas backed modern psychology help manage disappointment misfortune hosted simplecast adswizz company pcmadswizzcom information collection use personal data advertising,"Minimizing Pain, Maximizing Joy",2020-12-14
Hidden Brain,0,having sense purpose buffer challenges face various stages life purpose boost health longevity kickoff annual series cornell university psychologist anthony burrow explains purpose isnt develop like work consider supporting help supporthiddenbrainorg learn human behavior ideas improve life subscribe newsletter newshiddenbrainorg hosted simplecast adswizz company pcmadswizzcom information collection use personal data advertising,You 2.0: Cultivating Your Purpose,2021-08-02
Hidden Brain,0,hahaha average fouryearold child laughs times day contrast takes months average yearold adult laugh times week talk behavioral scientist jennifer aaker stanford university fall humor cliff adults plus inject laughter lives difficult times hosted simplecast adswizz company pcmadswizzcom information collection use personal data advertising,Humor Us,2021-04-19
Hidden Brain,0,wendy years old crying airport sees woman white walking herin weeks running episodes exclusively unsung hero feed dont miss wonderful stories subscribe apple spotify podcasts hosted simplecast adswizz company pcmadswizzcom information collection use personal data advertising,My Unsung Hero: Wendy McDowell's Story,2022-01-14
Hidden Brain,0,times life challenges face feel insurmountable authors succumb writers block athletes artists hit plateau people certain age fall midlife crisis different ways saying im stuck week favorite conversation psychologist adam alter shares research stuck various points lives break free psychologist george bonanno answers questions trauma resiliencein episode youll learnwhy beginning end project manageable midway pointtechniques help plateau phase project goal break daunting endeavors smaller manageable pieceswhy perfectionism destructive creativity avoid mental trapwhy difficult peoples stuckness relationship prolific successful hidden brain heading road coming philadelphia new york city tour dates country announced later spring info tickets hiddenbrainorgtour episode illustration getty images unsplash hosted simplecast adswizz company pcmadswizzcom information collection use personal data advertising,You 2.0: How to Get Out of a Rut,2026-01-12
Hidden Brain,0,newspaper shuts obvious costs community serves job losses fewer local stories new research suggests theres consequence thats harder spotone comes hefty price tag residents week hidden brain ask bears cost wants pay information research episode visit hosted simplecast adswizz company pcmadswizzcom information collection use personal data advertising,Starving the Watchdog,2018-12-10
Hidden Brain,0,feel like arent hours day struggle make time competing demands work home inevitably feel like letting way reclaim time result joy lives second episode years series psychologist cassie mogilner holmes explains weve fallen victim illusion time scarcity spend time wisely enjoy todays episode check weeks kickoff series gift people hosted simplecast adswizz company pcmadswizzcom information collection use personal data advertising,You 2.0: Taking Control of Your Time,2024-08-26
Hidden Brain,0,cognitive scientist nafees hamid studies minds people drawn radical fringe ideas week takes deep dive motivations people brink extremism radicalized examine prompts people turn violence pull seductive appeal extremist ideasinterested learning themes ideas discussed today check classic hidden brain episodesromeo juliet kigalimoral combatour podcast subscription hidden brain available devices podcast platforms join apple podcasts patreon page thanks support truly appreciate hosted simplecast adswizz company pcmadswizzcom information collection use personal data advertising,Out of the Rabbit Hole,2024-07-08
